Date,ZV,OAS,Convexity,Sigma_r,Nu_r
2020-01-01,0.0,0.0,0.0,0.0,0.0
2020-01-02,6.967141530112326,6.725827813561586,0.2413137165507404,1.1846651802811807,0.0
2020-01-03,7.514827103099356,21.652123901285993,-14.137296798186636,0.0,2.670882086224487
2020-01-06,15.916564213075286,31.681939491400822,-15.765375278325536,0.0,2.867878021238498
2020-01-07,32.98769713502479,32.96142379568856,0.02627333933622822,1.2774066464224108,0.0
2020-01-08,32.31628641644118,27.162441780675934,5.153844635765246,0.0,0.0
2020-01-09,31.651753982784964,34.873050499005075,-3.221296516220111,0.4601923518047986,0.0
2020-01-10,49.12736459803103,39.45917384823252,9.668190749798512,0.0,10.438438286700952
2020-01-13,58.3104382435798,49.01651431002751,9.293923933552293,3.066468536864693,14.116819526502734
2020-01-14,55.03259000179448,55.87806718374693,-0.8454771819524467,5.041831228307168,8.298243485738249
2020-01-15,61.907864537636186,66.81481366510282,-4.906949127466632,2.9059697606831434,11.645442497969052
2020-01-16,58.6546089641352,61.79431341284611,-3.1397044487109085,8.173138405238337,4.792468128297534
2020-01-17,55.41076533879127,75.3503109350609,-19.93954559626963,14.779257709318745,11.157998716449924
2020-01-20,59.2762804010637,77.5728038726343,-18.296523471570595,8.593665810380687,9.690795470196033
2020-01-21,41.550715150475085,98.5496845601606,-56.998969409685515,6.694105259445809,10.125706571798219
2020-01-22,25.886029673840007,91.67230953366332,-65.78627985982331,4.78145245791486,17.65343274379119
2020-01-23,22.004294084691885,109.11522446997918,-87.1109303852873,2.034122427791388,12.041080573432026
2020-01-24,13.655939940500728,111.00318005990586,-97.34724011940513,8.161155413172217,5.93507884213275
2020-01-27,18.66185386704846,104.37896822316233,-85.71711435611387,9.110413165176476,3.9577314219813986
2020-01-28,11.394994573165867,99.49632020038749,-88.10132562722163,9.696734826971658,10.11004836285817
2020-01-29,-0.8419923859187052,96.29788391644043,-97.13987630235913,1.5804556566681753,3.412217501845375
2020-01-30,15.822915227156022,100.57656454129517,-84.75364931413915,6.741741251147626,0.0
2020-01-31,15.406923070019104,105.79915377623723,-90.39223070621813,2.4780318643687864,0.0
2020-02-03,17.928135886198152,100.00416219908907,-82.07602631289092,4.75291469705674,3.758703999554602
2020-02-04,5.501372665201603,99.76057465448835,-94.25920198928675,8.09227023987713,10.722425708253203
2020-02-05,2.0025316932977617,121.18567249406212,-119.18314080076436,16.814640516671616,9.299394640743676
2020-02-06,5.091732273463444,138.2492474701286,-133.15751519666517,12.102392115909337,8.149267658756228
2020-02-07,-4.469120823494218,142.22999169216763,-146.69911251566185,0.0,14.8372786534474
2020-02-10,1.3325505681974439,142.18772655692797,-140.85517598873054,2.9192477237684744,6.340197368435823
2020-02-11,-2.6871618366725794,142.9661625585413,-145.65332439521387,13.892611154085058,5.334191518836419
2020-02-12,-3.5772277162386215,148.67168066026005,-152.24890837649866,21.948416807241394,7.232969053273344
2020-02-13,-7.558521561370204,137.95703820167338,-145.5155597630436,24.777229715542106,10.40673296916578
2020-02-14,13.039845499332875,135.00370244542322,-121.96385694609035,24.07127649022645,8.753632173519712
2020-02-17,14.774474796960208,117.9678246821931,-103.19334988523289,29.866176708510736,9.838300910313722
2020-02-18,6.049620759431601,121.78037766142396,-115.73075690199235,26.699783942903288,0.0
2020-02-19,16.214573672869175,128.03453328183713,-111.81995960896795,30.81457495025535,0.0
2020-02-20,5.8439914364302625,122.92232332602501,-117.07833188959475,35.03377999658593,3.267543562772337
2020-02-21,9.874187472113515,138.4329677256651,-128.5587802535516,41.98449173411448,0.0
2020-02-24,-7.821255641405375,125.79098141838503,-133.6122370597904,57.362947011328714,1.294921107947987
2020-02-25,-19.024903573975628,110.88932280210297,-129.9142263760786,60.751397377109264,4.5163344008819974
2020-02-26,-14.866042179544635,113.02494775968167,-127.8909899392263,59.59906527480067,3.758425052584352
2020-02-27,-5.332715957795086,123.36568130820638,-128.69839726600145,60.8752030610927,5.573159657041363
2020-02-28,-1.5657059863174303,139.971301409703,-141.5370073960204,53.42107150603618,1.7037652340478877
2020-03-02,-0.7065317503366613,134.98274576691657,-135.68927751725323,51.413295135530525,1.6536711832271758
2020-03-03,-1.710503388726183,145.41972664356035,-147.13023003228653,50.852749993609706,5.688215319341017
2020-03-04,-14.478618258513196,144.58044468211767,-159.05906294063087,49.72378050400065,7.416197970989779
2020-03-05,-19.532274159875154,142.4083672358883,-161.94064139576346,51.988317059129244,5.409379643460203
2020-03-06,-21.943339127874278,150.82088293839612,-172.7642220662704,49.35633422662695,7.476367868479565
2020-03-09,-9.152683474406379,156.83590289314637,-165.98858636755276,56.467924220983036,11.97465314297786
2020-03-10,-3.6249737439776997,140.50362229437238,-144.12859603835008,57.904280303364196,2.6052002186606926
2020-03-11,-19.219125560165264,154.86398956868763,-174.08311512885288,59.27873589463748,9.374518541253574
2020-03-12,-13.78609461061566,168.11626321447525,-181.90235782509092,59.04647495312652,8.599499662435678
2020-03-13,-15.499056468672668,161.1794735672352,-176.67853003590787,61.23196362289015,11.640954332012472
2020-03-16,-20.113285907045526,164.52571416593693,-184.63900007298247,66.74513530999941,18.510779406918488
2020-03-17,-11.795390159566393,168.82075888710494,-180.61614904667132,63.74203287834492,12.467303126696972
2020-03-18,0.6325589669887803,170.73928895647293,-170.10672998948417,61.81403010418519,9.795425083292267
2020-03-19,11.939034568480878,164.52884452845402,-152.58980995997314,61.677259659260024,9.25472735308082
2020-03-20,5.427468990569684,157.16732240378894,-151.73985341321927,56.33113244530134,6.243412473927873
2020-03-23,4.281070542151841,156.3401084698366,-152.05903792768476,53.671531822240844,15.855661228372636
2020-03-24,9.550894150765963,167.5039975777319,-157.95310342696592,52.753712136295135,12.413244146954945
2020-03-25,21.210836480481895,172.2649591478989,-151.054122667417,58.59812091849582,10.511377808051062
2020-03-26,18.206985737224176,167.83616623555886,-149.62918049833468,61.32494635432049,12.428209187985438
2020-03-27,18.168326113213762,174.8747916796867,-156.70646556647293,63.679646447615006,7.293179465725139
2020-03-30,8.923293112021343,145.6406175565891,-136.71732444456774,69.29733979397871,6.241844112286569
2020-03-31,-1.1280060599055801,156.67186838474422,-157.7998744446498,69.91750745404195,8.76669197741458
2020-04-01,9.008532224635456,138.70801191311577,-129.69947968848032,73.17065662914598,8.014723035727878
2020-04-02,24.48084718809733,134.69652237995328,-110.21567519185595,73.92284129819203,8.467641510870855
2020-04-03,25.515937500413017,123.15285820989232,-97.6369207094793,76.51042463220826,6.736304533520293
2020-04-06,37.296107104329124,109.97451487058433,-72.6784077662552,74.83152709782826,0.09658994228125563
2020-04-07,42.53950628376218,121.48303759566367,-78.9435313119015,63.88912603546783,2.7035900995546363
2020-04-08,37.66291367487331,116.59119520658813,-78.92828153171482,64.57883896418163,12.451219556795298
2020-04-09,42.90024059320872,119.89032207182939,-76.99008147862067,73.04679125503951,13.418715515144534
2020-04-10,59.85160385193632,119.22221306231926,-59.37060921038294,78.94740035369708,15.410848946230836
2020-04-13,60.89482742231744,123.80039920392728,-62.905571781609844,84.98491377311595,19.720354232352822
2020-04-14,77.93231570623433,124.33061412249054,-46.39829841625621,92.31571824441589,14.1764982072958
2020-04-15,52.95554150827455,111.25738573937996,-58.301844231105406,93.83584901677892,23.54730651587087
2020-04-16,62.64501113694404,121.10748007645755,-58.462468939513506,95.88406906363912,25.323477432826166
2020-04-17,64.8890317079563,115.95883944407986,-51.06980773612355,93.83696889583099,34.22952715394345
2020-04-20,63.25006788621807,100.23343206304155,-36.98336417682348,93.31823492673743,31.222066904784068
2020-04-21,65.53517497271092,95.949946132752,-30.414771160041084,97.46390832632576,41.00015584852535
2020-04-22,47.004134076974886,110.99804457776759,-63.9939105007927,104.50869142890659,45.46593176021402
2020-04-23,46.337373857830016,119.39028155312484,-73.05290769529482,104.76637313621252,48.77647287187367
2020-04-24,51.44512583436918,115.709857393515,-64.26473155914582,103.46776308059333,50.458830414920676
2020-04-27,67.70961502344065,112.06018177639555,-44.350566752954904,104.43572524407038,49.71159902039923
2020-04-28,63.84981669046977,108.72322944645776,-44.87341275598799,108.39740173627526,56.2171413225646
2020-04-29,57.126382494633205,129.4034769876016,-72.2770944929684,102.0941536382448,57.35676925857919
2020-04-30,53.53754823384151,132.92879674004112,-79.39124850619962,91.59230733617618,47.94785304805764
2020-05-01,64.15619392852383,136.8999252445514,-72.74373131602758,89.9237000153565,42.88244220904205
2020-05-04,68.80214308583544,146.83376053242432,-78.03161744658888,84.92090088563214,42.52438902598789
2020-05-05,64.8165196173067,148.7533145173652,-83.9367949000585,83.53099088853925,44.64914005155578
2020-05-06,71.3010287522672,145.6753599139845,-74.3743311617173,83.95677938556649,44.919706206540745
2020-05-07,73.55879395822492,143.25510782399488,-69.69631386576995,82.85096954659576,51.56536309344365
2020-05-08,84.50965592397156,142.1065441516143,-57.59688822764272,91.28479752348352,42.294200142316086
2020-05-11,78.64402842595833,141.31325634499973,-62.669227919041404,94.00567337126029,43.58919782341873
2020-05-12,76.58096667572107,148.17641921791952,-71.59545254219844,96.56798843560183,35.063409718248764
2020-05-13,73.89407547764228,148.21411388381333,-74.32003840617105,100.71334427146282,39.51133709848712
2020-05-14,60.51998524154467,155.058373517131,-94.53838827558633,96.01204523984434,39.64393015529224
2020-05-15,64.87598815977498,153.70062398087387,-88.8246358210989,102.24748372454725,42.345540713859904
2020-05-18,68.83778099997613,153.94996964422603,-85.1121886442499,102.84618745462447,38.60267050377248
2020-05-19,70.20053775640098,133.42846310246267,-63.227925346061696,107.1701286662843,45.61396845702351
2020-05-20,69.1526610450855,142.25745521846287,-73.10479417337737,102.73914121442068,51.36645209274752
2020-05-21,56.3074270141305,145.29976542525816,-88.99233841112766,95.94295597219615,54.77050908687949
2020-05-22,53.53789951633561,154.8268688696021,-101.28896935326648,101.07297470259932,54.5752177616935
2020-05-25,51.57537535590456,125.31604639896918,-73.74067104306462,103.94429258606091,57.92875201055223
2020-05-26,45.03684891012933,145.94663298278678,-100.90978407265746,100.39459188841276,54.81500165050996
2020-05-27,44.97362330436795,144.09127037140715,-99.1176470670392,97.04233056315516,59.544629929108424
2020-05-28,50.56439563946965,154.73218583506824,-104.16779019559858,103.69908117959747,68.19658810143694
2020-05-29,70.92061069518026,143.78580470546225,-72.865194010282,98.71503090346486,73.86767502031852
2020-06-01,73.95718271654684,149.47568570903334,-75.5185029924865,107.94124536071004,70.48098592107827
2020-06-02,77.79311479660902,138.44677322020644,-60.65365842359742,104.3587292338636,72.583262648233
2020-06-03,78.27072449098127,131.82461588104633,-53.55389139006506,108.50710156956687,66.39172230295743
2020-06-04,60.30030509308104,150.64668326090376,-90.3463781678227,107.77893817512627,69.58975663580624
2020-06-05,61.43216328765806,148.23339242066123,-86.80122913300318,111.71708594878672,72.14687613376087
2020-06-08,63.420143754191734,149.92538722825185,-86.50524347406011,109.87934507872788,63.07632567476244
2020-06-09,89.41836344150268,158.12681066285688,-68.7084472213542,109.96658709757914,57.636643198452994
2020-06-10,88.60057015927642,162.50236143595433,-73.90179127667791,111.07151710358195,56.64458228274963
2020-06-11,92.73003788101978,163.38152687303057,-70.65148899201078,106.94986465363876,55.57383772421801
2020-06-12,93.45561980515714,166.39732162896252,-72.94170182380537,111.58448773420301,49.9707146698818
2020-06-15,82.83428323091024,189.76750426505566,-106.93322103414542,109.90257502450305,52.41590116994391
2020-06-16,95.43416854375135,188.2936412520693,-92.85947270831795,109.66054969755793,54.14911020294703
2020-06-17,103.99915718518159,189.4216953066983,-85.42253812151671,105.5921973275398,53.63627344102497
2020-06-18,112.86948508376025,199.03402231370742,-86.16453722994717,93.72460706028785,50.3209532058229
2020-06-19,104.64691568497526,209.0989414201502,-104.45202573517494,93.83222217668411,56.0612793058475
2020-06-22,119.62838963748649,219.87825506155252,-100.24986542406603,106.95697706298184,64.77770207823049
2020-06-23,106.4135951131888,225.06677473122883,-118.65317961804003,111.81042873184212,62.712117638215496
2020-06-24,113.21803010005964,212.38605785661173,-99.16802775655209,112.59602254585175,60.02416187605924
2020-06-25,135.99040605715882,227.5965126010566,-91.60610654389777,112.1556081743519,62.87995858435863
2020-06-26,126.72513874528036,214.85709354485914,-88.13195479957878,113.14638155666862,61.46101209978012
2020-06-29,121.79491006179984,216.7348772618009,-94.93996720000106,116.75051331697796,61.14941597546615
2020-06-30,123.57347461205826,208.0247699889893,-84.45129537693104,111.67894410726397,65.23618757433483
2020-07-01,119.30298332477571,206.30313882316946,-87.00015549839375,118.13376313953569,56.03704526105503
2020-07-02,104.60331918086662,208.52773153797258,-103.92441235710596,122.52933208534655,63.068186432707826
2020-07-03,106.24291573711822,210.65602637709557,-104.41311063997735,126.89496739303276,63.80090719002745
2020-07-06,96.55744944248599,213.76867365567747,-117.21122421319149,129.81839641315108,62.10543239531627
2020-07-07,102.32779925441294,228.76809960970718,-126.44030035529424,130.61829573748952,62.03820730025586
2020-07-08,94.11027891953078,232.01576162874989,-137.9054827092191,134.6764189599487,62.22997200235589
2020-07-09,110.66852018051087,228.2540376595559,-117.58551747904504,138.28872543905612,53.95166576510771
2020-07-10,103.72930205534338,236.61236896584393,-132.88306691050053,137.13563462996044,61.88684024472282
2020-07-13,101.47139387273319,247.1409501654319,-145.6695562926987,134.89626941917632,62.47460000362867
2020-07-14,110.59185210770255,233.39346251240764,-122.80161040470509,136.0565882012945,65.06486465582925
2020-07-15,99.17729042228598,238.0335285857821,-138.85623816349613,144.44112307675746,70.17196486214118
2020-07-16,102.46011686410442,243.66492072303328,-141.20480385892887,138.80117646772038,65.36443292571828
2020-07-17,116.50694323828766,239.252636482203,-122.74569324391534,132.07553837428097,68.07814809163723
2020-07-20,101.2670414602925,251.61717825049715,-150.35013679020466,133.57858719672075,67.05916115622689
2020-07-21,104.10070963101262,248.60045059766693,-144.49974096665431,134.49723983403365,71.6224234207471
2020-07-22,107.65853047718673,248.3702106264057,-140.71168014921898,136.01897575754535,61.27006208478215
2020-07-23,116.40017389018797,245.15579027730294,-128.75561638711497,137.8785519895124,61.16188996272798
2020-07-24,104.86666504250528,243.8600228503446,-138.99335780783932,137.38375519644327,58.5361677841809
